cycle,nameplate,class,drivetrain,model_years,rate_overall,ci_lo,ci_hi,rate_mv,rate_sv,rate_sv_roll,exposure_rvy
MY2017,Infiniti QX60,midsize luxury SUVs,4WD,2014-17,9,0,20,0.0,9.0,3.0,243080
MY2017,Audi Q5,midsize luxury SUVs,4WD,2014-17,12,0,24,4.0,8.0,4.0,412963
MY2017,Lexus NX 200t,midsize luxury SUVs,4WD,2015-17,0,0,28,0.0,0.0,0.0,133129
MY2017,BMW X3,midsize luxury SUVs,4WD,2014-17,5,0,11,0.0,5.0,5.0,334302
MY2017,Lexus NX 200t,midsize luxury SUVs,2WD,2015-17,15,0,46,0.0,15.0,0.0,130217
MY2017,Infiniti QX60,midsize luxury SUVs,2WD,2014-17,0,0,26,0.0,0.0,0.0,144301
MY2017,Acura RDX,midsize luxury SUVs,4WD,2014-17,12,0,27,12.0,0.0,0.0,293285
MY2017,Acura RDX,midsize luxury SUVs,2WD,2014-17,4,0,12,4.0,0.0,0.0,189668
MY2017,Volvo XC60,midsize luxury SUVs,4WD,2014-17,29,0,66,0.0,29.0,25.0,122100
MY2017,BMW X5,midsize luxury SUVs,4WD,2014-17,4,0,11,2.0,2.0,0.0,348071
MY2017,Land Rover Range Rover,large luxury SUVs,4WD,2014-17,15,0,45,0.0,15.0,18.0,130863
MY2017,Porsche Cayenne,large luxury SUVs,4WD,2014-17,0,0,26,0.0,0.0,0.0,140637
MY2017,Lexus GX 460,large luxury SUVs,4WD,2014-17,3,0,10,0.0,3.0,3.0,226966
MY2017,Cadillac Escalade,large luxury SUVs,4WD,2015-17,6,0,19,0.0,6.0,0.0,120388
MY2014,BMW 328i,midsize luxury cars,,2012-14,17,3,49,11.0,6.0,0.0,178276
MY2014,Mercedes-Benz C-Class sedan,midsize luxury cars,4WD,2011-14,25,2,48,3.0,25.0,0.0,285137
MY2014,Mercedes-Benz C-Class sedan,midsize luxury cars,2WD,2011-14,11,1,20,9.0,2.0,0.0,357417
MY2014,Lexus ES 350,midsize luxury cars,,2013-14,31,3,59,18.0,12.0,4.0,188390
MY2014,Audi A4,midsize luxury cars,4WD,2011-14,15,3,43,10.0,5.0,5.0,202470
MY2014,Lexus CT 200h,midsize luxury cars,,2011-14,0,0,25,0.0,0.0,0.0,149224
MY2014,Acura TL,midsize luxury cars,2WD,2011-14,21,0,45,17.0,4.0,0.0,202930
MY2014,Volvo S60,midsize luxury cars,2WD,2012-14,16,2,56,0.0,16.0,0.0,128950
